area,description,electricity,elevator,facility,floor,fuel_gas,heating,house_code,house_type,lease,location,orientation,price,stall,tags,title,water,bedroom,living room,bathroom,district,Washing Machine,Air Conditioner,Wardrobe,Television,Refrigerator,Water Heater,Bed,Heating,Broadband,Natural Gas
174.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",36,1,0,ZH1757966538792501248,4室2厅3卫,整租,高新区-唐家湾镇-仁恒滨海半岛一期,东南,4200,租用车位,"精装,随时看房",整租·仁恒滨海半岛一期 4室2厅 东南,民水,4.0,2,3,High-Tech District,1,1,1,1,1,1,1,0,0,1
128.0,,暂无数据,0,"洗衣机,空调,衣柜,电视,冰箱,热水器,床",5,1,0,ZH1755521711421259776,3室2厅2卫,整租,高新区-唐家湾镇-海怡湾畔,南 北,3600,暂无数据,"精装,双卫生间,随时看房",整租·海怡湾畔 3室2厅 南/北,暂无数据,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,0,0
206.0,【户型介绍】房子有3个洗手间，5个房间，双阳台，看海景，房子楼层不高，但视野好。【装修描述】该房子是开发商的精装标准，全屋空调，业主精心配制了全新家私。【出租原因】业主在外地，没有时间打理，希望爱干净的人士承租。业主诚心出租，钥匙在物业。,暂无数据,1,"洗衣机,空调,衣柜,冰箱,热水器,床,天然气",10,1,0,ZH1755510190259568640,5室2厅3卫,整租,高新区-唐家湾镇-格力海岸,南 北,7500,租用车位,精装,整租·格力海岸 5室2厅 南/北,暂无数据,5.0,2,3,High-Tech District,1,1,1,0,1,1,1,0,0,1
145.0,,民电,0,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",5,1,0,ZH1756962288859873280,2室2厅2卫,整租,高新区-唐家湾镇-远大美域新城,南 北,3000,租用车位,"精装,双卫生间",整租·远大美域新城 2室2厅 南/北,民水,2.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,0,1
112.0,,暂无数据,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",32,1,0,ZH1756879647531859968,3室2厅2卫,整租,高新区-唐家湾镇-格力海岸五期,南,4500,免费使用,"精装,双卫生间,随时看房",整租·格力海岸五期 3室2厅 南,暂无数据,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,0,1
137.0,,暂无数据,1,,39,1,0,ZH1755161209012748288,3室2厅2卫,整租,高新区-唐家湾镇-仁恒滨海半岛四期,南,5500,暂无数据,"精装,双卫生间",整租·仁恒滨海半岛四期 3室2厅 南,暂无数据,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
91.0,,暂无数据,1,,11,1,0,ZH1755095894585245696,3室2厅1卫,整租,高新区-唐家湾镇-唐韵,南,2800,暂无数据,精装,整租·唐韵 3室2厅 南,暂无数据,3.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
96.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",34,1,0,ZH1754137088841744384,3室2厅1卫,整租,高新区-唐家湾镇-仁恒滨海半岛三期,东南,4400,暂无数据,精装,整租·仁恒滨海半岛三期 3室2厅 东南,民水,3.0,2,1,High-Tech District,1,1,1,1,1,1,1,0,0,1
98.0,,暂无数据,0,,6,1,0,ZH1826239115754995712,3室2厅2卫,整租,高新区-唐家湾镇-唐家花园,南,2500,暂无数据,"精装,双卫生间",整租·唐家花园 3室2厅 南,暂无数据,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
105.0,,暂无数据,1,,32,1,0,ZH1826248659793084416,3室2厅2卫,整租,高新区-唐家湾镇-万科红树东岸,东南,4000,暂无数据,"精装,双卫生间",整租·万科红树东岸 3室2厅 东南,暂无数据,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
112.0,,民电,1,,32,1,0,ZH1826475269964169216,4室2厅2卫,整租,高新区-唐家湾镇-华策帝景湾,南,3800,暂无数据,"精装,双卫生间",整租·华策帝景湾 4室2厅 南,民水,4.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
107.0,,暂无数据,0,"空调,热水器,天然气",5,1,0,ZH1826164486592004096,3室2厅2卫,整租,高新区-唐家湾镇-海怡湾畔,南,4500,暂无数据,"精装,双卫生间,随时看房",整租·海怡湾畔 3室2厅 南,暂无数据,3.0,2,2,High-Tech District,0,1,0,0,0,1,0,0,0,1
343.0,,暂无数据,0,"衣柜,热水器,天然气",3,1,0,ZH1825832571359985664,7室3厅5卫,整租,高新区-唐家湾镇-盘龙湾,南,13800,暂无数据,,整租·盘龙湾 7室3厅 南,暂无数据,7.0,3,5,High-Tech District,0,0,1,0,0,1,0,0,0,1
98.0,【户型介绍】房子户型方正使用，三个房间带有二个洗手间 阳台朝南向的，采光视野开阔【装修描述】房子业主那边是精装修自己住的标准，装修好，价格 实惠，配置高【出租原因】业主现在不在珠海这边房子空置出租希望找到合适的客户居住房屋谢谢，，，,暂无数据,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",32,1,0,ZH1825851510253158400,3室2厅2卫,整租,高新区-唐家湾镇-高新宝龙城,东南,4500,租用车位,"精装,双卫生间,随时看房",整租·高新宝龙城 3室2厅 东南,暂无数据,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,0,1
87.0,,暂无数据,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",5,1,0,ZH1825771285729247232,3室2厅1卫,整租,高新区-唐家湾镇-凤凰兰亭,南,2900,暂无数据,"精装,随时看房",整租·凤凰兰亭 3室2厅 南,暂无数据,3.0,2,1,High-Tech District,1,1,1,1,1,1,1,0,0,1
151.0,,暂无数据,0,,10,1,0,ZH1822477282258714624,4室2厅2卫,整租,高新区-唐家湾镇-万科红树东岸,南,3800,暂无数据,"精装,双卫生间",整租·万科红树东岸 4室2厅 南,暂无数据,4.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
65.0,,暂无数据,1,,26,1,0,ZH1822479894332833792,2室2厅1卫,整租,高新区-唐家湾镇-恒大云锦花园,南,2800,暂无数据,精装,整租·恒大云锦花园 2室2厅 南,暂无数据,2.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
97.0,,暂无数据,1,,33,1,0,ZH1822474885260115968,3室2厅2卫,整租,高新区-唐家湾镇-中海星筑,东南 南,3200,暂无数据,"精装,双卫生间,随时看房",整租·中海星筑 3室2厅 东南/南,暂无数据,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
38.0,,暂无数据,0,,16,1,0,ZH1822222617596133376,1室1厅1卫,整租,高新区-唐家湾镇-高新宝龙城,南,2500,暂无数据,精装,整租·高新宝龙城 1室1厅 南,暂无数据,1.0,1,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
142.0,,暂无数据,1,,31,1,0,ZH1822119795978403840,4室2厅2卫,整租,高新区-唐家湾镇-保利海上五月花一期,东南,4300,暂无数据,"精装,双卫生间,随时看房",整租·保利海上五月花一期 4室2厅 东南,暂无数据,4.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
81.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",9,1,0,ZH1822150616827297792,2室2厅1卫,整租,高新区-唐家湾镇-海怡湾畔,南,2800,暂无数据,,整租·海怡湾畔 2室2厅 南,民水,2.0,2,1,High-Tech District,1,1,1,1,1,1,1,0,0,1
75.0,,暂无数据,0,,30,1,0,ZH1821805590360358912,2室2厅1卫,整租,高新区-唐家湾镇-天地源上唐府,东南,2500,暂无数据,"精装,随时看房",整租·天地源上唐府 2室2厅 东南,暂无数据,2.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
91.0,,暂无数据,1,,26,1,0,ZH1821794166309388288,3室2厅1卫,整租,高新区-唐家湾镇-恒大云锦花园,南,2500,暂无数据,"精装,随时看房",整租·恒大云锦花园 3室2厅 南,暂无数据,3.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
45.0,,民电,0,"洗衣机,空调,衣柜,冰箱,热水器,床",7,1,0,ZH1821801309582393344,2室1厅1卫,整租,高新区-唐家湾镇-银泉山庄,南,2000,暂无数据,精装,整租·银泉山庄 2室1厅 南,民水,2.0,1,1,High-Tech District,1,1,1,0,1,1,1,0,0,0
81.0,,民电,1,,20,1,0,ZH1821390575832662016,2室1厅1卫,整租,高新区-唐家湾镇-美吉丽鼎通大厦,西南,2700,暂无数据,随时看房,整租·美吉丽鼎通大厦 2室1厅 西南,民水,2.0,1,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
109.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,天然气",16,1,0,ZH1821161739622809600,3室2厅2卫,整租,高新区-唐家湾镇-保利海上五月花三期,南,3600,暂无数据,"精装,双卫生间,随时看房",整租·保利海上五月花三期 3室2厅 南,民水,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,1,0,1
96.0,,暂无数据,0,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,宽带,天然气",18,0,0,ZH1821027247365029888,3室2厅2卫,整租,高新区-唐家湾镇-首开龙湖天钜三期,南,2400,租用车位,"精装,双卫生间",整租·首开龙湖天钜三期 3室2厅 南,暂无数据,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,1,1
120.0,,民电,1,,29,1,0,ZH1821096499623231488,3室2厅2卫,整租,高新区-唐家湾镇-保利海上五月花二期,南,3900,暂无数据,"精装,双卫生间,随时看房",整租·保利海上五月花二期 3室2厅 南,民水,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
115.0,,民电,1,,18,1,0,ZH1821103293590405120,3室2厅2卫,整租,高新区-唐家湾镇-华发蔚蓝堡,南,3500,暂无数据,双卫生间,整租·华发蔚蓝堡 3室2厅 南,民水,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
96.0,,暂无数据,0,,18,0,0,ZH1820673492496941056,3室2厅2卫,整租,高新区-唐家湾镇-首开龙湖天钜三期,南,2500,暂无数据,"精装,双卫生间",整租·首开龙湖天钜三期 3室2厅 南,暂无数据,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
96.0,,暂无数据,0,"洗衣机,空调,衣柜,电视,冰箱,热水器,床",18,0,0,ZH1820674024812838912,3室2厅2卫,整租,高新区-唐家湾镇-首开龙湖天钜三期,南,2500,暂无数据,"精装,双卫生间",整租·首开龙湖天钜三期 3室2厅 南,暂无数据,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,0,0
77.0,,暂无数据,1,"空调,衣柜,热水器",32,1,0,ZH1820833967796912128,2室2厅1卫,整租,高新区-唐家湾镇-仁恒滨海半岛四期,南,2400,暂无数据,精装,整租·仁恒滨海半岛四期 2室2厅 南,暂无数据,2.0,2,1,High-Tech District,0,1,1,0,0,1,0,0,0,0
70.0,,暂无数据,1,,25,1,0,ZH1821011981415481344,2室2厅1卫,整租,高新区-唐家湾镇-恒大云锦花园,南,2500,暂无数据,"精装,随时看房",整租·恒大云锦花园 2室2厅 南,暂无数据,2.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
195.0,,民电,1,,31,1,0,ZH1819710847321112576,4室2厅2卫,整租,高新区-唐家湾镇-海怡湾畔,北,5000,暂无数据,"精装,双卫生间,随时看房",整租·海怡湾畔 4室2厅 北,民水,4.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
96.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,天然气",32,1,0,ZH1820402131924942848,3室2厅1卫,整租,高新区-唐家湾镇-仁恒滨海半岛一期,南,3150,暂无数据,"精装,随时看房",整租·仁恒滨海半岛一期 3室2厅 南,民水,3.0,2,1,High-Tech District,1,1,1,1,1,1,1,1,0,1
108.0,,暂无数据,0,,32,1,0,ZH1820401489542119424,3室2厅2卫,整租,高新区-唐家湾镇-高新宝龙城,南,3500,暂无数据,"精装,双卫生间,随时看房",整租·高新宝龙城 3室2厅 南,暂无数据,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
78.0,,暂无数据,1,,32,1,0,ZH1820350646096756736,2室1厅1卫,整租,高新区-唐家湾镇-仁恒滨海半岛四期,南,3100,暂无数据,"精装,随时看房",整租·仁恒滨海半岛四期 2室1厅 南,暂无数据,2.0,1,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
75.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,天然气",21,1,0,ZH1820332771323674624,2室2厅1卫,整租,高新区-唐家湾镇-凤凰兰亭,南 北,3000,租用车位,精装,整租·凤凰兰亭 2室2厅 南/北,民水,2.0,2,1,High-Tech District,1,1,1,1,1,1,1,1,0,1
46.0,,民电,1,"空调,衣柜,电视,冰箱,热水器,床,天然气",20,1,0,ZH1819565556194344960,1室2厅1卫,整租,高新区-唐家湾镇-美吉丽鼎通大厦,东,2000,暂无数据,精装,整租·美吉丽鼎通大厦 1室2厅 东,民水,1.0,2,1,High-Tech District,0,1,1,1,1,1,1,0,0,1
98.0,【户型介绍】房子业主那边是精装修自己住的标准，装修好，价格 实惠，配置高【装修描述】房子户型方正使用，三个房间带有二个洗手间 阳台朝南向的，采光视野开阔【出租原因】业主现在不在珠海这边房子空置出租希望找到合适的客户居住房屋谢谢，，，,暂无数据,1,天然气,32,1,0,ZH1814893062699089920,3室2厅1卫,整租,高新区-唐家湾镇-高新宝龙城,南,3000,租用车位,"精装,随时看房",整租·高新宝龙城 3室2厅 南,暂无数据,3.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,1
159.0,,民电,1,,39,1,0,ZH1814898840835194880,4室2厅2卫,整租,高新区-唐家湾镇-格力海岸,东南,4600,暂无数据,"精装,双卫生间",整租·格力海岸 4室2厅 东南,民水,4.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
82.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床",32,1,0,ZH1814534781950492672,2室2厅1卫,整租,高新区-唐家湾镇-翠湖香山玉兰苑,南,3800,暂无数据,精装,整租·翠湖香山玉兰苑 2室2厅 南,民水,2.0,2,1,High-Tech District,1,1,1,1,1,1,1,0,0,0
140.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",11,1,0,ZH1814520706705129472,3室2厅2卫,整租,高新区-唐家湾镇-龙腾湾山庄,南,3500,租用车位,"精装,双卫生间,随时看房",整租·龙腾湾山庄 3室2厅 南,民水,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,0,1
151.0,,暂无数据,0,,10,0,0,ZH1814595013850431488,4室2厅2卫,整租,高新区-唐家湾镇-万科红树东岸,南,4000,暂无数据,"精装,双卫生间",整租·万科红树东岸 4室2厅 南,暂无数据,4.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
45.0,,民电,1,,20,1,0,ZH1814585916027568128,2室1厅1卫,整租,高新区-唐家湾镇-美吉丽鼎通大厦,东南,2200,暂无数据,精装,整租·美吉丽鼎通大厦 2室1厅 东南,民水,2.0,1,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
82.0,,暂无数据,1,,31,1,0,ZH1814633951298322432,2室1厅0卫,整租,高新区-唐家湾镇-格力海岸五期,南,3000,暂无数据,"精装,随时看房",整租·格力海岸五期 2室1厅 南,民水,2.0,1,0,High-Tech District,0,0,0,0,0,0,0,0,0,0
122.0,,暂无数据,0,,32,1,0,ZH1814567003277492224,4室2厅2卫,整租,高新区-唐家湾镇-高新宝龙城,南,3500,暂无数据,"精装,双卫生间",整租·高新宝龙城 4室2厅 南,暂无数据,4.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
78.0,,暂无数据,1,,32,1,0,ZH1813790707727466496,2室2厅1卫,整租,高新区-唐家湾镇-仁恒滨海半岛四期,南,3300,暂无数据,"精装,随时看房",整租·仁恒滨海半岛四期 2室2厅 南,暂无数据,2.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
98.0,,暂无数据,0,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",30,1,0,ZH1813822586522435584,3室2厅2卫,整租,高新区-唐家湾镇-高新宝龙城,南,3300,租用车位,"精装,双卫生间,随时看房",整租·高新宝龙城 3室2厅 南,暂无数据,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,0,1
74.0,,暂无数据,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",17,1,0,ZH1813522382745239552,2室2厅1卫,整租,高新区-唐家湾镇-凤凰兰亭,南,2800,暂无数据,精装,整租·凤凰兰亭 2室2厅 南,暂无数据,2.0,2,1,High-Tech District,1,1,1,1,1,1,1,0,0,1
80.0,,民电,1,,9,1,0,ZH1813906088802648064,2室2厅1卫,整租,高新区-唐家湾镇-海悦居,南,2600,暂无数据,精装,整租·海悦居 2室2厅 南,民水,2.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
101.0,,民电,1,"空调,热水器,天然气",31,1,0,ZH1813859802195951616,2室2厅1卫,整租,高新区-唐家湾镇-海怡湾畔,东北,2500,租用车位,"精装,随时看房",整租·海怡湾畔 2室2厅 东北,民水,2.0,2,1,High-Tech District,0,1,0,0,0,1,0,0,0,1
133.0,,暂无数据,0,,6,1,0,ZH1813849077348040704,4室2厅2卫,整租,高新区-唐家湾镇-美丽湾,南,4500,暂无数据,"精装,双卫生间,随时看房",整租·美丽湾 4室2厅 错层 南,暂无数据,4.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
165.0,,暂无数据,0,"洗衣机,衣柜,电视,冰箱,热水器,床,天然气",6,1,0,ZH1813852194747711488,4室2厅2卫,整租,高新区-唐家湾镇-华发蔚蓝堡,东南,4800,暂无数据,"精装,双卫生间,随时看房",整租·华发蔚蓝堡 4室2厅 东南,暂无数据,4.0,2,2,High-Tech District,1,0,1,1,1,1,1,0,0,1
95.0,,民电,1,,32,1,0,ZH1813423214039138304,2室2厅1卫,整租,高新区-唐家湾镇-格力海岸,东南,3500,暂无数据,"精装,随时看房",整租·格力海岸 2室2厅 东南,民水,2.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
101.0,,暂无数据,1,,18,1,0,ZH1812797040028024832,3室2厅2卫,整租,高新区-唐家湾镇-招商雍华府,南,3000,暂无数据,"精装,双卫生间",整租·招商雍华府 3室2厅 南,暂无数据,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
120.0,,暂无数据,1,"空调,冰箱,天然气",28,1,0,ZH1813154470855442432,3室2厅2卫,整租,高新区-唐家湾镇-万科红树东岸,南 北,3500,租用车位,"精装,双卫生间,随时看房",整租·万科红树东岸 3室2厅 南/北,暂无数据,3.0,2,2,High-Tech District,0,1,0,0,1,0,0,0,0,1
81.0,,民电,1,,32,1,0,ZH1701804479923355648,2室2厅1卫,整租,高新区-唐家湾镇-翠湖香山玉兰苑,南,3500,暂无数据,精装,整租·翠湖香山玉兰苑 2室2厅 南,民水,2.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
144.0,,民电,1,"洗衣机,空调,衣柜,冰箱,热水器,床,暖气,宽带,天然气",36,1,0,ZH1701905493422768128,4室2厅2卫,整租,高新区-唐家湾镇-翠湖香山玉兰苑,南,5800,暂无数据,"精装,双卫生间",整租·翠湖香山玉兰苑 4室2厅 南,民水,4.0,2,2,High-Tech District,1,1,1,0,1,1,1,1,1,1
101.0,,民电,1,,31,1,0,ZH1700742969188941824,3室2厅2卫,整租,高新区-唐家湾镇-翠湖香山玉兰苑,西南,4000,暂无数据,"精装,双卫生间",整租·翠湖香山玉兰苑 3室2厅 西南,暂无数据,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
142.0,,民电,1,,17,1,0,ZH1703729235270565888,3室2厅2卫,整租,高新区-唐家湾镇-龙腾湾山庄,东南 北,3500,暂无数据,"精装,双卫生间",整租·龙腾湾山庄 3室2厅 东南/北,民水,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
97.0,,民电,0,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,宽带,天然气",4,1,0,ZH1704737050206404608,2室2厅2卫,整租,高新区-唐家湾镇-海怡湾畔,南,3200,租用车位,"精装,双卫生间,随时看房",整租·海怡湾畔 2室2厅 南,民水,2.0,2,2,High-Tech District,1,1,1,1,1,1,1,1,1,1
116.0,,暂无数据,1,,24,1,0,ZH1699012785360338944,4室2厅2卫,整租,高新区-唐家湾镇-华策帝景湾,东 南,4800,暂无数据,"精装,双卫生间",整租·华策帝景湾 4室2厅 东/南,暂无数据,4.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
102.0,,暂无数据,1,,18,1,0,ZH1698576748175687680,3室2厅1卫,整租,高新区-唐家湾镇-招商雍华府,南 北,3000,暂无数据,精装,整租·招商雍华府 3室2厅 南/北,暂无数据,3.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
139.0,,民电,1,,25,1,0,ZH1698298541086081024,4室2厅2卫,整租,高新区-唐家湾镇-保利海上五月花一期,南,5000,暂无数据,"精装,双卫生间",整租·保利海上五月花一期 4室2厅 南,民水,4.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
105.0,【户型介绍】房子户型方正使用，带有二个洗手间 ，三个房间，环境优美 小区中间位置【装修描述】房子是精装修的装修保养还不错 环境优美 客厅带有落地窗采光通风好【出租原因】业主现在不在珠海这边房子空置出租希望找的合适的租客居住房屋谢谢,暂无数据,1,天然气,32,1,0,ZH1697572512893763584,3室2厅2卫,整租,高新区-唐家湾镇-泰盈玖悦湾,东南,4100,租用车位,"精装,双卫生间",整租·泰盈玖悦湾 3室2厅 东南,暂无数据,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,1
82.0,,民电,1,,21,1,0,ZH1692037520885284864,2室2厅1卫,整租,高新区-唐家湾镇-凤凰兰亭,南,2800,暂无数据,精装,整租·凤凰兰亭 2室2厅 南,民水,2.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
120.0,,民电,1,"热水器,天然气",33,1,0,ZH1691734779642249216,4室2厅2卫,整租,高新区-唐家湾镇-中海星筑,南,3500,租用车位,"精装,双卫生间,随时看房",整租·中海星筑 4室2厅 南,民水,4.0,2,2,High-Tech District,0,0,0,0,0,1,0,0,0,1
74.0,,暂无数据,1,,29,1,0,ZH1690945589623128064,2室2厅1卫,整租,高新区-唐家湾镇-万科红树东岸,北,3800,暂无数据,精装,整租·万科红树东岸 2室2厅 北,暂无数据,2.0,2,1,High-Tech District,0,0,0,0,0,0,0,0,0,0
81.0,,暂无数据,1,"空调,热水器,天然气",29,1,0,ZH1690690002003951616,2室1厅1卫,整租,高新区-唐家湾镇-万科红树东岸,北,3000,暂无数据,"精装,随时看房",整租·万科红树东岸 2室1厅 北,暂无数据,2.0,1,1,High-Tech District,0,1,0,0,0,1,0,0,0,1
170.0,,民电,0,,5,1,0,ZH1690672486699499520,4室3厅3卫,整租,高新区-唐家湾镇-海怡湾畔,东北,5000,暂无数据,精装,整租·海怡湾畔 4室3厅 复式 东北,民水,4.0,3,3,High-Tech District,0,0,0,0,0,0,0,0,0,0
136.0,,民电,0,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",5,1,0,ZH1690713601968439296,3室2厅2卫,整租,高新区-唐家湾镇-远大美域新城,南 北,3300,暂无数据,"精装,双卫生间,随时看房",整租·远大美域新城 3室2厅 南/北,民水,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,0,1
97.0,,暂无数据,1,,33,1,0,ZH1693174180775723008,3室2厅2卫,整租,高新区-唐家湾镇-中海星筑,东南,3300,暂无数据,"精装,双卫生间,随时看房",整租·中海星筑 3室2厅 东南,暂无数据,3.0,2,2,High-Tech District,0,0,0,0,0,0,0,0,0,0
85.0,,暂无数据,0,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",18,0,0,ZH1694335824780328960,3室2厅1卫,整租,高新区-唐家湾镇-珠海雅居乐国际花园二期,南,3000,租用车位,精装,整租·珠海雅居乐国际花园二期 3室2厅 南,暂无数据,3.0,2,1,High-Tech District,1,1,1,1,1,1,1,0,0,1
97.0,,暂无数据,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,宽带,天然气",33,1,0,ZH1693112070540623872,3室2厅2卫,整租,高新区-唐家湾镇-中海星筑,东南,3300,暂无数据,"精装,双卫生间,随时看房",整租·中海星筑 3室2厅 东南,暂无数据,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,1,1
113.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",36,1,0,ZH1696468077392166912,3室2厅2卫,整租,高新区-唐家湾镇-翠湖香山玉兰苑,东南,4500,暂无数据,"精装,双卫生间,随时看房",整租·翠湖香山玉兰苑 3室2厅 东南,民水,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,0,1
97.0,【户型介绍】该房子是开发商的精装修，3房1卫，有两个阳台，东南朝向，看小区园林。【装修描述】该房子全屋精装，有空调，房子配齐了家私，配齐了橱柜，有杂物间。【出租原因】业主没有时间打理，房子保养好，诚心出租，看房提前联系业主开门。,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,宽带,天然气",39,1,0,ZH1658749897555312640,2室2厅2卫,整租,高新区-唐家湾镇-仁恒滨海半岛一期,东南,3500,租用车位,"精装,双卫生间,随时看房",整租·仁恒滨海半岛一期 2室2厅 东南,民水,2.0,2,2,High-Tech District,1,1,1,1,1,1,1,1,1,1
105.0,,暂无数据,0,"空调,热水器,天然气",32,1,0,ZH1658752138567745536,3室2厅2卫,整租,高新区-唐家湾镇-万科红树东岸,南,3300,租用车位,"精装,双卫生间,随时看房",整租·万科红树东岸 3室2厅 南,暂无数据,3.0,2,2,High-Tech District,0,1,0,0,0,1,0,0,0,1
144.0,,民电,1,"洗衣机,空调,衣柜,冰箱,热水器,床",32,1,0,ZH1657354644331954176,4室2厅3卫,整租,高新区-唐家湾镇-翠湖香山玉兰苑,南,6500,暂无数据,"精装,随时看房",整租·翠湖香山玉兰苑 4室2厅 南,民水,4.0,2,3,High-Tech District,1,1,1,0,1,1,1,0,0,0
130.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床",39,1,0,ZH1656218175915687936,3室2厅1卫,整租,高新区-唐家湾镇-仁恒滨海半岛一期,东南 南,4000,租用车位,"精装,随时看房",整租·仁恒滨海半岛一期 3室2厅 东南/南,民水,3.0,2,1,High-Tech District,1,1,1,1,1,1,1,0,0,0
91.0,,暂无数据,1,"洗衣机,空调,衣柜,冰箱,热水器,床,天然气",31,1,0,ZH1656299059922599936,3室2厅1卫,整租,高新区-唐家湾镇-格力海岸五期,东南,3900,租用车位,精装,整租·格力海岸五期 3室2厅 东南,民水,3.0,2,1,High-Tech District,1,1,1,0,1,1,1,0,0,1
103.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",24,1,0,ZH1656676128523288576,3室2厅2卫,整租,高新区-唐家湾镇-保利海上五月花二期,南,4000,租用车位,"精装,双卫生间",整租·保利海上五月花二期 3室2厅 南,民水,3.0,2,2,High-Tech District,1,1,1,1,1,1,1,0,0,1
244.0,【户型介绍】房子是叠墅，上下两层，四房带大阳台，带地下室，户型好，一梯两户【周边配套】目前小区配套还在逐步完善中，小区楼下有商店药店能满足基本生活需求的【小区介绍】小区人车分流，24小时安保，                    万  科物业,暂无数据,0,,5,0,0,ZH1646492588208816128,4室2厅3卫,整租,高新区-唐家湾镇-万科红树东岸,南 北,10000,免费使用,,整租·万科红树东岸 4室2厅 南/北,暂无数据,4.0,2,3,High-Tech District,0,0,0,0,0,0,0,0,0,0
